id,lokasi,text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
89551,Candi Borobudur,Sejarah yg bagus.. sayang saat exit penataan pedagang lapak  souvenir yg kurang berkelas,1,-1,-,-1,-,-
89552,Candi Borobudur,"Tempatnya bagus, bersih juga. Pas masuk dilarang bawa makanan, jadi tempatnya bersih dari sampah-sampah. Pemandangannya juga lumayan bagus",1,-,-,1,-,-
89553,Candi Borobudur,Sangat bagus cuma sayang Wisatawan dipaksakan keluar Candi harus lewat pasar.,1,-,-1,-,-,-
89554,Candi Borobudur,Tempat ibadah yang luar biasa dan wisata sejarah yang banyak mengandung cerita serta mitos² yg belum banyak terkuak di masyarakat,1,-,-,-,-,-
89555,Candi Borobudur,Asyik dan sejuk banyak kereta sewa nya jadi tidak capek untuk muter taman candi,-,1,-,1,-,-
89557,Candi Borobudur,Akhirnya kesini lagi bareng nonik dan nenek ...,-,-,-,-,-,-
89558,Candi Borobudur,Tempat bersejarah dan salah satu cagar budaya yang di lindungi oleh UNESCO sebagai 7 keajaiban dunia,0,-,-,-,-,-
89559,Candi Borobudur,Toilet nya rusak ..... Kok lama penanganan nya.... Sangat disayangkan,-,-1,-,-,-,-1
89560,Candi Borobudur,"Sarana prasarana elektronik, blum mampu mengatasi wisatawan domestik, pengelolaan lokasi juga tidak baik banyak jalan menyesatkan dan melelahan",-,-1,-1,-,-,-
89561,Candi Borobudur,Parkir terlalu mahal buat greb dan taxi lewat aja blom ada 5 menit bayar,-,-,-,-,-1,-
89562,Candi Borobudur,"Tempatnya sangat bagus, perlu diketahui untuk wisatawan lokal dan wisatawan asing harganya berbeda. Harga tiketnya sekitar Rp75.000, perorangan tapi jika rombongan bisa sampai 50.000 saja. rombongan dihitung 30 orang.
 Jika rombongan maka ada predikat untuk beberapa orang.",1,-,-,-,0,-
89563,Candi Borobudur,"Borobudur, Sebuah bukti peninggalan peradaban masa lampau yg patut kita lestarikan dan jaga keaslianya. Mengingat Candi Borobudur ini tiada duanya di dunia, ya dengan mengamati cerminan masa lalu yang digambarkan pada relief-relief candi. Semoga kita sebagai generasi akhir bisa menjaga peninggalan purba tersebut.",1,-,-,-,-,-
89564,Candi Borobudur,Salah Satu Candi di Jogjakarta yg menjadi salah satu keajaiban dunia.. walaupun sudah berkali kali datang ke sana.. masih tetap ada rasa ingin ke sana lagi..,1,-,-,-,-,-
89565,Candi Borobudur,"Parkirnya kurang teratur,waktu keluar parkir bener2 macet sampai berjam2 .keluar mobil kecil dan bus pintu keluarnya jadi satu. Sangat tidak puas",-,-,-1,-1,-,-
89566,Candi Borobudur,Saya tidak yakin candi ini di bangun pada abad ke 19,-,-,-,-,-,-
89568,Candi Borobudur,Utk tmp sholat kecil n antri..wc kotor n airrny buang air kecil tdk keluar..,-,-1,-,-,-,-
89571,Candi Borobudur,"Bikin kangen, bagi yang mau kesana harus siap perlengkapan untum terhindar dari sinar matahari yang terik dan kalau mau naik harus siap diap dengan tangga yang tinggi banyak dan menurutku lumayan miring banget
Wahai pemuda pasti bisa dan untuk ibu suri marilah satukan kekuatan untuk dapat mengunjungi candi borobudur yang indah sepertinya kalau tiap kesana perasaanku saja mingkin batunya mulai aus alias mulai keropos",-1,-,-,1,-,-
89572,Candi Borobudur,"Sebagai bagian sejarah memang sangat bagus, tapi untuk saya yg sebagai turis sangat penat sekali karna pengunjung membludag jd malah bikin pusing tangganya cuma 1 dan sangat ngantri sekali",1,-,-,-1,-,-
89573,Candi Borobudur,"itu tolong anggaran untuk tiket masuk disisihkan sedikit untuk perawatan kebersihan, terutama kebersihan toilet yang sangat kotor, malu maluin nama indonesia dikancah Internasional.",-,-,-,-1,-,-
89574,Candi Borobudur,Dapat bertemu dgn Turist /Bule.,-,-,-,-,-,-
89575,Candi Borobudur,"Bagus cuman cape aja sama panas, uka saranin candi nya dibikin indoor aja.",-,-,-,-1,-,-
89576,Candi Borobudur,"Tempat yang sangat mengesankan, peninggalan bersejarah dengan arsitektur yang sangat indah. Cocok untuk perjalanan keluarga maupun untuk pendidikan",1,-,-,1,-,-
89577,Candi Borobudur,"Didalam susah cari toko, jarak toko jauh",-,-1,-1,-,-,-
89578,Candi Borobudur,Tempat ini sangat bagus dan mengajarkan tentang sejarah yg unik karena termasuk dalam 5 keajaiban di dunia,1,-,-,-,-,-
89579,Candi Borobudur,Bagus penataannya. Cuman ya itu klo liburan rame banget buat naik ke atas desek2an,-,-,-,-1,-,-
89580,Candi Borobudur,"Candi peninggalan Budha terbesar di dunia. Merupakan kebanggaan bangsa Indonesia. Banyak dikunjungi wisatawan asing maupun domestik. Terutama di musim liburan ramai sekali. Terletak di daerah Magelang Jawa Tengah utara Yogyakarta. Tidak diperkenankan membawa makanan saat masuk, hanya diperbolehkan membawa minuman. Sebaiknya memakai payung atau topi saat berjalan-jalan di sini karena sangat panas di siang hari.",1,-,-,-1,-,-
89581,Candi Borobudur,Gps memang canggih bisa melihat keseluruhan yang di inginkan,-,-,-,-,-,-
89582,Candi Borobudur,"Tempat yang indah dan menakjubkan. Borobudur benar2, bagian keajaiban dunia. Mari kita lestarikan budaya warisan leluhur.",1,-,-,-,-,-
89583,Candi Borobudur,sangat luar biasa peninggalan nenek moyang kita ternya lebih hebat..,1,-,-,-,-,-
89584,Candi Borobudur,"The biggest and really great temple, located in Magelang, Indonesia. Candi budha terbesar di Indonesia yg sungguh mempesona, memiliki relief yg penuh makna. Salah satu tujuan wisata yang wajib dikunjungi jika anda Berada di Yogyakarta",1,-,-,-,-,-
89585,Candi Borobudur,"View nya bagus banget dari atas,  tapi perjuangan ya gaes klo kesana karena bikin syapekk. . ..   

Tiket masuk standart,  cuma pintu keluar nya nihhh yang jauh binggittt karena di lewat in ke pasar . . ..",1,-,-1,-,0,-
89586,Candi Borobudur,"Tempat indah, asri, dan sangat bersejarah.",1,-,-,-,-,-
89587,Candi Borobudur,Salah satu Wisata 7 keajaiban dunia ada di sini.. Gak lengkap Ke Jogja Jika belum Ke Candi Borobudur,1,-,-,-,-,-
89588,Candi Borobudur,peninggalan sejarah yg megah dan diakui dunia,1,-,-,-,-,-
89591,Candi Borobudur,"Ke-asliannya masih tergaja daridulu hingga Sekarang, biaya masuknya tidak begitu mahal, cocok di kantong mahasiswa, pemandangannya juga bagus banget disini",1,-,-,-,1,-
89592,Candi Borobudur,"Terlalu ramai, petugas kurang utk menegur pengunjung yg merokok dan duduk di stupa.",-,-,-,-1,-,-1
89593,Candi Borobudur,Weekdays tetap ramai ya. Tiket masuk warga lokal 40rb. Turis luar negeri 125rb.,-,-,-,0,0,-
89594,Candi Borobudur,Tempat rekreasi yg nyaman.... Cuma saran saja awas barang bawaan anda,-,-,-,1,-,-
89595,Candi Borobudur,7 keajaiban dunia yg masi ada,0,-,-,-,-,-
89597,Candi Borobudur,"Jalan keluar dipaksa harus masuk pasar.. dan jalannya sumpek, jauh, dan belak belok.. nggak recomended bgt buat orang tua !",-,-,-1,-,-,-
89598,Candi Borobudur,Dulu waktu kecil terasa besar sekali.. skrg sdh besar kesana lagi ternyata ga seberapa besar ya,-,-,-,-,-,-
89599,Candi Borobudur,candi yg  merupakan  salah satu dari keajaiban dunia masih terawat dengan baik dan pengunjungnya  tetap relatif banyak,1,-,-,1,-,-
89600,Candi Borobudur,Luar biasa butuh tenaga banyak untuk mencapai puncak keindahan alam yang akan terlihat di puncak candi,1,-,-,-,-,-
89601,Candi Borobudur,Sejarah dan sastra dr relief nya banyak yg blm terkuak oleh wisatawan.. Pengun ke sana lagi...hehe,0,-,-,-,-,-
89602,Candi Borobudur,Sangat bagus dan indah cuman kebetulan krmarin pas kesana cuaca tidak.mendukung hujan nya sangat deras anginny kencang sekli jdi ggl g bisa naik ke atas,1,-,-,-1,-,-
89603,Candi Borobudur,"Belum sampai yg betah bgt ya kesini ehe, mungkin krna salah waktu jg pas kemarau2 nya dtg ke candi anginnya bawa debuh parah",-,-,-,-1,-,-
89604,Candi Borobudur,"Tempat nya bagus tapi yang kurang shuttle busnya gak grstis
Padahal gratis tapi ujung ujung bayar",1,-1,-,-,-1,-
89605,Candi Borobudur,The best..jangan datang terlalu siang di musim kemarau..panas terasa terik..klo masa liburan lalin akan macet,1,-,-,0,-,-
89606,Candi Borobudur,"Mengenal sejarah, megah, sangat banyak spot untuk foto-foto, fasilitas lengkap.

Kurangnya: panas (banget), kurang tempat duduk untuk pengunjung, pintu keluar jauh banget, harus melewati tempat oleh-oleh yg muter-muter. Masalalahnya udah cape panas haus dan melewati toko oleh-oleh.
Yg bawa motor parkir di luar, padahal banyak juga yg bawa motor, jadi harus jalan lagi ke dalem.",1,1,-1,-,-,-
89607,Candi Borobudur,"wkt sekolah pernah  diajari ttg candi borobudur 
sy cek....
ya benar 
ada candinya ...
.",-,-,-,-,-,-
89608,Candi Borobudur,Paling bagus pada saat sunrise di borobudur,1,-,-,-,-,-
89609,Candi Borobudur,"Jalan jalan nyaman, belanja juga banyak pilihan",-,1,-,1,-,-
89610,Candi Borobudur,"Saah satu wisata yang ada di yogya,bener bener keren bgt sih tempatnya",1,-,-,-,-,-
89611,Candi Borobudur,Candi budha semoga menjadi seven wonder lagi,0,-,-,-,-,-
89613,Candi Borobudur,Dari Jogokaryan Yogya ke Borobudur sekitar 1 jam. Untuk yg kesekian kali sy berkunjung kesini. Hari Sabtu suasana Borobudur cukup ramai kami tiba sekitar jam 10 masuk bayar 50 rb untuk dewasa sedangkan untuk anak2 25 rb sedangkan byr parkir mobil 2 jam lebih 15 rb,-,-,0,0,0,-
89614,Candi Borobudur,"Bersih , rapih , cuma kurang sejuk kurang banyak pohon , oiya pliss tarifnya jangan naik terus tiap tahun..",-,-,-,1,-1,-
89616,Candi Borobudur,Peninggalan leluhur yg wajib kita jaga bersama. Dg adanya wisatawan diharapkan dpt membantu putaran ekonomi warga skitar hingga dpt bersinergi menjaga dn memelihara warisan ini,0,-,-,-,-,-
89617,Candi Borobudur,Pak ganjar... mohon dibenahi di bagian pedagangnya. Kami merasa terganggu dengan mereka yang memaksa pengunjung untuk membeli dagangan mereka. Tour Guide kami kemarin dipukuli karena tidak mau membeli barang dagangannya. Teman saya terkena hipnotis oleh para pedagang tersebut. Mohon segera dibenahi ya pak... Kami Sebagai pengunjung merasa terganggu...,-,-,-,-1,-,-
89618,Candi Borobudur,Perfect.. sangat suka.. walau di atas terasa capek n panas.. kepengen lagi jalan kesana hhh,1,-,-,1,-,-
89619,Candi Borobudur,"dateng kesini harus pagi biar dapat tempat parkir. harga tiket masuk dewasa 50rb/orang, anak-anak 3-10 tahun 25rb/orang, dan anak 0-3 tahun gratis.",-,-,-,-,0,-
89620,Candi Borobudur,"selfie sama foto di sana bagus banget. pemandangan nya bagus banget.tapi untuk campai ke puncak itu hsrus naik tangga dulu, lumayan capek.",1,-,-1,-,-,-
89621,Candi Borobudur,"Candi Borobudur masih jadi tempat favorit buat wisata bareng keluarga. Di sana ada fasilitas mobil VW, naik gajah dll. Yang wau belanja aneka pernak pernik dan batik juga ada loh. Harganya terjangkau guys",1,1,-,-,1,-
89624,Candi Borobudur,"Sekarang fasilitasnya tambah lengkap , juga suasananya yg asri Semoga terus menjadi kebanggaan Indonesian....",-,1,-,1,-,-
89625,Candi Borobudur,bagus dan tertata..tapi perjalanan antara exit candi dan pintu keluar parkir lumayan jauh,-,-,-1,1,-,-
89626,Candi Borobudur,"Tempat yg sangat indah!! 
Oleh2 pun juga sangat murah murah...",1,-,-,-,1,-
89628,Candi Borobudur,Saya bangga dengan nenek moyang yg telah membuat tempat ini menjadi salah satu keajaiban dunia,1,-,-,-,-,-
89629,Candi Borobudur,Viewnya keren... Masih sangat kental budayanya. Serasa berada di suasana yg berbeda.  Ramai pengunjung. Cocok untuk perjalanan study tour utk siswa.,1,-,-,1,-,-
89630,Candi Borobudur,Pemandangan menakjubkan  pokoknya lelah kita terbayar dengan mencapai puncak candi,1,-,-,-,-,-
89631,Candi Borobudur,"Banyak spot foto yg menarik, tentunya selain candi borobudur itu sendiri",1,-,-,-,-,-
89632,Candi Borobudur,"Jika anda belum pernah datang kesini, dan akan kesini, anda akan melihat betapa besarnya candi ini.",1,-,-,-,-,-
89633,Candi Borobudur,"Candi Borobudur merupakan salah satu situs bersejarah tertua di Tanah Air, juga tempat beribadah bagi saudara kita yang beragama Budha dan juga terbuka untuk umum sebagai tujuan wisata, setiap harinya pengunjung selalu ramai baik wisatawan domestik maupun wisatawan manca negara. Fasilitas lengkap salah satunya tempat parkirnya luas, khusus wisatawan domestik harga tiketnya lebih murah......",0,1,-,-,1,-
89634,Candi Borobudur,"Candi Borobudur adalah sebuah candi budha yg berada di magelang, tempat ini menyimpan banyak sejarah serta tempat wisata yang ramai dikunjungiboleh wisatawan baik domestik maupun manca negara. Untuk masuk ke area candi terdapat beberapa pintu masuk dan hanya kendaraan roda 4 yg boleh masuk untuk motor parkir di luar. Untuk harga tiketnya sendiri bagi wisatawan domestik Rp. 50.000. Pemandangan alam dan culture bangunan candi borobudur memberikan nuansa yg kas dan memanjakan bagi siapa saja yang melihat. Jadi tunggu apalagi kalau ke Magelang jangan lupa mampir ke Candi Borobudur",0,1,-,-,0,-
89635,Candi Borobudur,"Candi Borobudur merupakan salah satu dari keajaiban dunia yang ada di Indonesia, yang patut kita banggakan dan menjaga kelestariannya sebagai warisan budaya nenek moyang kita.",1,-,-,-,-,-
89636,Candi Borobudur,"tempat wisata bersejarah, yg sayang di lewatkan kalau gak pernah kesini terutama kita orang Indonesia",1,-,-,-,-,-
89637,Candi Borobudur,"Pas foto di borobudur,  tiket masuknya 50,000 kalo utk wisatawan domestik, cuaca panas juga pas diatas tp bagusss viewnya",1,-,-,1,0,-
89639,Candi Borobudur,"Sudah rahasia umum ya kayaknya ndak perlu alasan, namanya aja salah satu dari 7 keajaiban dunia",0,-,-,-,-,-
89640,Candi Borobudur,"Akan lebih baik jika ada yang mengangkut secara free,tidak harus berjalan terlalu jauh saat exit",-,-1,-1,-,-,-
89641,Candi Borobudur,Tiap tahun kesana tapi gak ada bosennya,-,-,-,1,-,-
89642,Candi Borobudur,Bagus tempatnya .. cuma jalannya jauhhh bener ... untuk belanja lebih baik di pasarnya yg setelah tempat keluar,1,1,-1,-,-,-
89643,Candi Borobudur,Portal ke masa lalu bagi kita sekarang...untuk mendapatkan informasi mengenai kearifan lokal nenek moyang kita dan mengenai kemajuan teknologi dijaman itu . Sangat harus dikunjungi untuk membawa pemahaman atas ketinggian pencapaian peradaban pada masa itu. Yang harusnya bisa menjadi dasar bagi kita sekarang dalam menjalankan hidup bernegara.,0,-,-,-,-,-
89644,Candi Borobudur,Tempat istimewa dengan artistik yang sangat menawan. Betapa keras memikirnya orang untuk membuat candi ini. Sungguh idaman sekali,1,-,-,-,-,-
89645,Candi Borobudur,"Saya senang banget berkunjung ke candi Borobudur selain bisa mengenal sejarahnya juga dapat bertemu dengan touris "" Dari berbagai negara dengan bentuk candi yg terdiri dari beberapa stupa Dan untuk Mencapai keatas kita menaiki serial banyak anak tangga yg melelahkan banget tapi mengasikan",1,-,1,-,-,-
89646,Candi Borobudur,"Awas banyak preman mencegat di dua perempatan terakhir. Cuekin aja atau tolak baik-baik apapun yang dia tanyakan. Jangan tergoda parkir di luar tempat yang resmi. Siapkan stamina dan iman karena akan banyak jalan, banyak naik turun dan banyak rok mini.",-,-,-,-1,-,-
89647,Candi Borobudur,"Tempat wisata yang menyenangkan. Semoga para pengunjung borobudur,bisa menjaga agar bisa tetap bertahan",-,-,-,1,-,-
89648,Candi Borobudur,mungkin jalan pas pulang nya jangan terlalu jauh harus mengelilingi para pedagang,-,-,-1,-,-,-
89649,Candi Borobudur,Wisata keajaiban dunia yg ada d magelang ..ayo dayang dan nikmati keindahan arsitektur kuno,0,-,-,-,-,-
89650,Candi Borobudur,"Salah satu keajaiban dunia yang perlu dilihat.....hanya sayang bagi orang tua n anak2 jalan kearah kembalinya cukup jauh dan sangat melelahkan, ini karena tidak disediakan kendaraan pengantar oleh pihak pengelola ; ditambah banyaknya penjual2 souvenir yang setengah memaksa dan jalan keluar yang dibuat pengelola ber-liku2 agar melewati stand2 souvenir adalah sangat melelahkan...boro2 mau membeli.",1,-1,-1,-1,-,-
89651,Candi Borobudur,Cari Pintu keluar di arahkan ke jalan pasar yg muter muter..  padahal pengunjung ada acara ke jogja ...   waktu habis buat muter muter,-,-,-1,-,-,-
89653,Candi Borobudur,Warisan nenek moyang 7 keajaiban dunia broo,0,-,-,-,-,-
89654,Candi Borobudur,Tempat liburan yang seru nyaman dan hemat pastinya.. Spot2 candi yang unik dan menarik hanya ada di candi borobudur ini,1,-,-,1,-,-
89655,Candi Borobudur,Jalan keluar nya jauh sehingga harus memutar harus siapkan stamina yg fit,-,-,-1,-,-,-
89658,Candi Borobudur,"Masya Allah. Indah banget pemandangannya, kuasa pencipta.. kali pertama kesini decak kagum megah bagus terawat indah banget. memang panas disini, sewa payung cuma 5-10rb, pass turun nanti payungnya ada yang ambil teamnya. keluar dari borobudur lewat jalan yang banyak jualan serba serbi untuk oleh oleh yang lumayan murah, kalian harus survey dari ujung ke ujung, semakin ujung pintu keluar ternyata lebih murah. hehehe..kita beli oleh oleh baju dan bakpia disini",1,1,-,-1,1,-
89659,Candi Borobudur,"Candi tercantik dan termasuk keajaiban dunia dari indonesia.

Semoga tetap lestari dan terawat dengan baik.

Buat para pengunjung yuk jaga dan rawat bersama.",1,-,-,-,-,-
89661,Candi Borobudur,"Tempat ini adalah tempat bersejarah yang  merupakan bagian dari kekayaan Indonesia, jangan pernah bosan untuk mengujungi dan melestarikannya.",1,-,-,-,-,-
89662,Candi Borobudur,Ga pernah bosen udah 5x ksini wkwk,-,-,-,1,-,-
89663,Candi Borobudur,"Sebaiknya datang pagi-pagi sekitar jam 6 atau jam 7, karena masih sejuk udaranya dan tidak terlalu banyak orang.",-,-,-,1,-,-
89664,Candi Borobudur,"Tempatnya sangat bagus buwat wisatawan yg belum ke candi borobudur, ccok berkunjung sma kluarga, kawan atau pacar, dan juga para stdytour",1,-,-,1,-,-
89665,Candi Borobudur,"Kawasan wisata yang bagus biat pendidikan dan pengetahuan anak maupun dewasa untuk mengetahui sejarah perkembangan budaya dan ke aneka ragaman kehidupan masyarakat Indonesia jaman dahulu dilengkapi dengan simbol simbol dan stupa serta arca sebagai cerminan tingginya budaya dan pemikiran leluhur bangsa Indonesia yang berbeda neda tetapi tetap satu kerangka Indonesia yang mengakomodir perbedaan dan kebersamaan dalam keberagaman, Bravo Indonesia, fan bravo bhineka tunggal ika",1,-,-,-,-,-
89666,Candi Borobudur,Satu bintang hilang karna jalannya jauh,-,-,-1,-,-,-
89667,Candi Borobudur,"Extra Hot place wkwk. Untung bawa payung dari rumah karena tau kalau tempat ini panas. Tiket masuknya 50 ribu untuk dewasa. Untung sedikit menghemat tenaga saya coba naik seperti kereta dengan membayar 15ribu. Turun tepat di pintu masuk candi nya. Tapi tetap harus ngos-ngosan untuk naik ke atas candi dan ditambah jalan lagi untuk turun dan keluar nya. Overall, olahraga di siang hari tidak terlalu buruk.",-,-,-,1,0,-
89668,Candi Borobudur,Pas buat Edukasi Anak-anak..sekaligus untuk mengenalkan sejarah peradapan...,1,-,-,1,-,-
89669,Candi Borobudur,Peninggalan bersejarah yg megah dan sangat bagus... Harus dijaga dan dilestarikan untuk obyek wisata yang selalu ramai pengunjung.,1,-,-,-,-,-
89670,Candi Borobudur,"Bagus buat anak2 saya biar lebih tau tentang sejarah peninggalan kuno yg menjadi simbol kota Jogja,yg termasuk keajaiban dunia",1,-,-,1,-,-
